Job_ID,Date,Company Name,Job_Title,Location,Description,Link
11,12/27/2021,SEKO Black. Wood ,Full Stack Engineer ,Indonesia Remote,"Posted by  Jenifer S.  Employer Branding | Culture & Engagement | Talent Sourcing (Hiring Tech & Product Talents) - #MerdekaBerkarya di Sekolah.mu  Send InMail  What you will do...  As a Fullstack Software Engineer, youll be building our Education Platform Core & UI which serves millions of users including students, teachers, lecturers, and professionals.  Youll be writing feature codes using the latest technologies like AWS, MySQL, Postgresql, Redis, Elasticsearch, Python, GO, Vue.js, Nuxt.js and many more.  You are encouraged to express your creativity by proposing innovations with very wide open arms.     Requirements:  We dont care about your education background, we do care about your attitude and skills. You can learn everywhere!  We dont care what programming language you are expertise in now, as long as you are eager to learn (as mentioned earlier, we are using Python and GO) youll be okay with us.  Its good if you have years of experience, just passed our assessment and your position is secured.  You love to have fun and always improve day by day ",https://linkedin.com/jobs/view/2852523905/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=gdQyouvk1Hi3BPDkDZYraw%3D%3D&trackingId=ohUxy1XKQP%2FjcDCKFY5Hjg%3D%3D&trk=flagship3_search_srp_jobs
12,12/27/2021,Slash ,"Senior Fullstack Developer (NodeJs, ReactJs, VueJs, Typescript) ","Bali, Indonesia Remote","Posted by  Annisa Hamidi  People Operation and Recruitment Specialist  Send InMail  About Slash  Slash is a Build Studio. We build remote, autonomous teams to help innovators develop software, products and hi-tech startups. We also build and invest in our own startups and commercialize them through joint ventures in ASEAN and Europe.  Slash has headquarters in Singapore and community-oriented R&D hubs in Phnom Penh and Bali.  Role and responsibilities, and how will the role impact Slash?  Slash is looking for a dynamic Senior Full Stack Developer to build fast NodeJS backends or powerful, readable Typescript Data Structures as well as frontend framework (ReactJS, VueJS) for sophisticated enterprise-grade systems and fast-growing funded startups.  You will be a thought leader in the company:  Driving frontend and backend development stacks best case practices, processes and standards throughout the company. Supporting solution architects, scrum masters, and development teams with delivering enterprise-grade backend systems to clients. We will rely on your technical leadership and ingenuity to stay up to date on the latest in frontend and backend development stacks, system integration, security, APIs, middlewares, cloud, DevOps (serverless and CI/CD).     How do you know if you are a good fit?  Positive attitude, independent, inner drive to become successful Good verbal and written communication skills in English. Ability to talk to international clients Tech-savvy (up to date with latest trends) Proactive, confident, doesnt shy away from responsibility, take full ownership Exceptional analytical, debugging/ troubleshooting, coding skills, problem solving Interest to work on multiple global corporate and startup projects, across different industries in an agency. Minimum 5 years of professional work experience as Frontend With ReactJS Proficient with VueJs, NodeJS Backends broad software development and agile concepts - fullstack software development experience is a bonus! Ability to coordinate and communicate with diverse teams and individuals (e.g solution architects, product managers, scrum masters, developers, customer service, clients) Advanced knowledge of TDD, automated testing frameworks, PostgreSQL & MySQL, RESTful and GraphQL is a plus Advanced knowledge of Linux server configuration (nginx, crontab, ssh, cluster, proxy server) and troubleshooting (Ubuntu), CI/CD, Docker, AWS, Cloud Computing Ability to understand different business models and applications is a bonus At least 5 years of experience in backend and frontend programming Familiarity with MERN, JavaSpring, Kotlin, And keen interest in learning about other technologies (such as, NextJS, RabbitMQ, ExpressJS, MongoDB, Serverless, Machine Learning, Blockchain, etc) Have a knowledge of drawing system architecture, a sequence flow diagram Proficient with broad software development and agile concepts is a bonus! Experience with working with clients is a plus Experience with working in an product or software agency is a plus Have a university degree.     Why join us?  Projects/clients: Get the stability of a larger group and the excitement of a startup. Work on interesting global projects, challenges and technologies for top brands, fast-paced startups and governments. Teams: Join our builders family and grow professionally in our learning communities packed with smart peers, regular speakers and events so you don't miss out on the latest tech and trends. Work environment: Get the top talent treatment in our Silicon Valley-style work environment. Benefit from a premium work environment, with common areas for socializing, private spaces, stocked kitchens and our flexible-hours, a freedom-centric culture where we take work-life balance seriously. Technology: We work on a wide-range of technologies: latest web and mobile technologies, AI, blockchain, latest Cloud services, microservices & middlewares, security & infrastructure, etc     How do you apply?  Interested applicants are encouraged to submit your CV to join@slash.co  For more information, visit us at www.slash.co ",https://linkedin.com/jobs/view/2840520688/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=gdQyouvk1Hi3BPDkDZYraw%3D%3D&trackingId=5XUYzfhuBI%2BIR8cyvGNTFg%3D%3D&trk=flagship3_search_srp_jobs
13,12/27/2021,AbiShar Technologies ,Full Stack Developer ,"Jakarta, Indonesia On-site","Posted by  Rima Sofia.  Tech Recuiter at Abishar Technologies I We Are Hiring IT Professional Send Your CV To Rima.Sofia@abishar.com  Send Inmail  Mastering PHP Framework such as Laravel, Lumen, CodeIgniter  Mastering One Javascript Frontend Framework (VUE JS OR REACT JS)  Mastering Nodejs Framework (Minimum Express JS)  Master HTML, CSS, Bootstrap  - Mastering MySQL Database, PostgreSQL, OR MongoDB  Understand the concept of fire programming  Understand Syntax Standard Linux Cortery  Escape the Kofiguration Webserver Apache or Nginx  Familiar with Cloud Technology Plus Value ",https://linkedin.com/jobs/view/2852524002/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=gdQyouvk1Hi3BPDkDZYraw%3D%3D&trackingId=JOsf0pOuchCQ%2FHTZHLmg9g%3D%3D&trk=flagship3_search_srp_jobs
14,12/27/2021,Bh Inn E card .com ,Senior Full-Stack Engineer ,Indonesia Remote,"Posted by  Maria Louissa  Talent Acquisition Internship at Bhinneka.com  Send InMail  Minimum Qualifications and Experience  Min 5 years of experience as a Full-Stack Developer or equivalent Familiar with Python or Golang programming language. Familiar with ReactJS, Redux, Webpack, Typescript (having knowledge with Next.js or PHP is a plus). Have a good understanding with Design Patterns, Clean Code & Clean Architecture. Able to write unit test & work with strict code coverage (as part of Quality gates). Experience with REST API (having knowledge with GraphQL or gRPC is a plus). Have a good knowledge about Database RDBMS like PostgreSQL & NoSQL like MongoDB or ArangoDB. Have a knowledge about Asynchronous Communication like Apache Kafka or RabbitMQ.     Job Description  Developing products with high inter connectivity and scalability for Bhinnekas business needs. Create codes that fulfil the clean code standard, and with the result that can be held accountable for. Fulfil the product development before the set deadline. ",https://linkedin.com/jobs/view/2852638191/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=gdQyouvk1Hi3BPDkDZYraw%3D%3D&trackingId=BBfqWSW0jChR9Icww3Nptw%3D%3D&trk=flagship3_search_srp_jobs
15,12/27/2021,Elabram Systems ,Web Developer / BackEnd ,"Jakarta, Jakarta, Indonesia Hybrid","Posted by  Jessyca Jessyca  Bachelor of Psychology  Send InMail  Requirements:   At least 2 year(s) of working experience with proven projects.   Skill required: PHP, Laravel Framework   Solid knowledge of Javascript, HTML and CSS, Mysql database, Jquery, AJAX, Restful API (JSON)   Experience with Vue.js, Angular.js and cloud server   Familiar with Agile and Scrum Project Management   Understanding about security practices     Job Description:   Write well designed, testable, efficient code by using best software development practices   Participate in the entire application lifecycle, focusing on coding and debugging   Write clean code to develop functional web applications   Collaborate with Front-end developers to integrate user-facing elements with server side logic   Build reusable code and libraries for future use   Integrate data from various back-end services and databases, troubleshoot and debug applications ",https://linkedin.com/jobs/view/2852513989/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=gdQyouvk1Hi3BPDkDZYraw%3D%3D&trackingId=iDK9Bj6AFO23OWHVcTxJzA%3D%3D&trk=flagship3_search_srp_jobs
16,12/26/2021,Widya Analytic ,Full Stack Engineer ,"Yogyakarta, Indonesia On-site","Posted by  Akhmad Syaifuddin  Tech & Human Resources Enthusiast | HRBP | HR Consultant  Send InMail  Widya Analytic is Big Data Analytic Startup, Providing Companies with AI and machine learning to automate, to optimize your business process and revenue stream.  Widya Analytic believes that data is the most reasonable and most accurate resource that can helping agile teams make better strategic decisions and gain a competitive edge.     Job Description :  1. Performing both Front End and Back End Development  2. Responsible for Application on Server Side and Application User Interface  3. Developing reusable code repository  4. Ensure security related to framework, functions, and libraries for server side and user interface framework  5. Providing suggestions, input, and feedback related to application and technology development     Requirements :  1. Have 1 â€“ 2 years experience  2. Strong organizational and project management skills.  3. Proficiency with fundamental front-end languages such as HTML, CSS, and JavaScript.  4. Familiarity with JavaScript frameworks such as React JS, and Vue JS.  5. Proficiency with server-side languages such as Python, PHP.  6. Familiarity with database technology such as MySQL, and MongoDB.  7. Excellent verbal communication skills.  8. Good problem-solving skills.  9. Attention to detail.     Submit your CV or send to hr@widyaanalytic.com ( Subject : Position â€“ Name)  More information : www.widyaanalytic.com/career ",https://linkedin.com/jobs/view/2852069080/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=gdQyouvk1Hi3BPDkDZYraw%3D%3D&trackingId=hXWnRL2E8V%2F1ZN2PH%2BOX8g%3D%3D&trk=flagship3_search_srp_jobs
17,12/25/2021,Deloitte ,Consultant - Front End Developer - ID ,"Jakarta, Jakarta, Indonesia On-site","At Deloitte, we offer a unique and exceptional career experience to inspire and empower talents like you to make an impact that matters for our clients, people and community. Deloitte offers you a highly inclusive, collaborative workplace and unrivalled opportunities to realize your full potential. We are always looking for people with the relentless energy to push themselves further, and to find new avenues and unique ways to reach our shared goals.  Cloud is transforming the way technology enables the business. It represents a radical shift in how IT services are obtained, used, and managed. Companies are navigating through the various cloud options and deciding between private, public, or a combination across different and dynamic provider ecosystems. Our cloud specialists guide our clients through multi-year journeys from the case for change through implementation across all dimensions of cloud - business alignment, technology architecture and design, cloud application on-boarding, and transforming their operating model – to help solve our client’s most complex issues with the focus on value creation.  Our practitioners work collaboratively within integrated, cross-functional teams to deliver comprehensive strategies that enable Cloud and Infrastructure transformations. Teamwork is crucial as teams are composed of a diverse group of specialists across multiple disciplines from both within our consulting practice and from our clients, helping drive towards a successful outcome. Our practitioners are expected to own and deliver their respective deliverables while managing different clients and other stakeholders.  In partnership with other leaders in the firm, you will focus on selling and delivering cloud solutions using AWS.    As a consultant within delivery center team, you are part of a team of creative, visionary minds of many disciplines who put future-forward thinking into projects that push the edges of technology to support the change of our clients. You will establish and nurture positive working relationships with teams and clients with the intention to exceed client expectations.    If you are someone with:    So what are you waiting for? Join the winning team now.    Requisition ID: 63041  In Indonesia, the services are provided by Imelda & Rekan and other related entities in Indonesia (""Deloitte in Indonesia""), which are affiliates of Deloitte Southeast Asia Ltd. Deloitte Southeast Asia Ltd is a member firm of Deloitte Touche Tohmatsu Limited. Deloitte in Indonesia, which is within the Deloitte Network, is the entity that is providing this Website.",https://linkedin.com/jobs/view/2762833484/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=gdQyouvk1Hi3BPDkDZYraw%3D%3D&trackingId=ubEwn6mdEvLUV4gj4fHsbw%3D%3D&trk=flagship3_search_srp_jobs
18,12/25/2021,Widya Analytic ,Vacancy frontend engineer ,"Yogyakarta, Yogyakarta, Indonesia On-site","Company Description: Widya Analytic is Big Data Analytic Startup, Providing Companies with AI and machine learning to automate, to optimize your business process and revenue stream Job Description:  Job Descriptions  >Responsible for website based application development in terms of user facing and interface  >Translating design into code and functional interfaces in application  >Communicate with design team regarding design suitability with interface development  >Developing reusable code repository  >Collaborating with software developer team and others related divisions in application development  >Providing suggestions, input, and feedback related to application and technology development ",https://linkedin.com/jobs/view/2851184203/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=gdQyouvk1Hi3BPDkDZYraw%3D%3D&trackingId=1FTeM6dbSodOFlL3q57%2FBQ%3D%3D&trk=flagship3_search_srp_jobs
19,12/25/2021,RateS ,Front-End Engineer ,"Jakarta, Jakarta, Indonesia","This job is sourced from a job board. Learn more We are looking for an engaged and driven Senior Front-End Engineer who is proficient with Javascript, React/React Native. Your primary focus will be creating UI components and implementing them following well-known React/React Native workflows, ensuring that these components and the overall application are robust, extendable and easy to maintain.At the same time, you will also coordinate with the rest of the team working on different layers of the infrastructure.  Tools we use daily include: React using Typescript  Who You Are  Based in Indonesia Bachelors Degree. Computer Science or related engineering field With at least 5 years of professional experience and a proven track record of building modern Front-end development; has experience working in the field of e-commerce or marketplaces Able to communicate verbally and in writing in fluent English Strong experience in RESTful APIs Take Ownership, Initiative & Pride. Ability to understand key business requirements and translate them beautifully and effortlessly into technical requirements You will have the opportunity to lead products from inception to launch, and own large parts of the products execution.  Responsibilities  Build beautiful and reusable components that are extendable for future use. Work closely with our designers, translating wireframes and designs into high-quality javascript code. Work closely with our backend engineers, utilizing their RESTful APIs to provide a rich client-side web application. Developing new user-facing features using React / React Native Develop and maintain a cross-platform application built in React / React Native Advocate and strive for great UX Write and maintain unit and integration tests Learn the latest front-end technologies and standards to ensure we are always using the best tools and techniques possible Offer mentorship to other junior engineers in the team Define and communicate technical and design requirements Build simple, elegant and reusable components that are extendable for future use Implement instrumentation and profiling and optimisations Work with product management, design, and other teams to develop a long-term roadmap Support multiple titles, with various levels of technical maturity, in integrating our services. Work in an environment that supports individual growth Collaborate closely with other engineers in the company Proactively makes suggestions for how the team can leverage new technologies and architectures to improve the platform  Good To Have  Understanding of React and its core principles. Worked with RESTful APIs. Familiar with Redux or any Flux architecture. Familiar with Typescript Familiar with Server-Sided Rendering for Single Page Applications. Familiar with newer specifications of EcmaScript (We use ESNext). Familiar with Unit Testing with Jest or any front-end testing libraries Familiar with modern front-end build pipelines and tools Familiar with code versioning tools (Such as Git, SVN, Mercurial, etc) Bonus! Swift/Objective-C & Java/Kotlin experience is a nice to have but not necessary ",https://linkedin.com/jobs/view/2855185881/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=gdQyouvk1Hi3BPDkDZYraw%3D%3D&trackingId=ondQumqwYzfJg1aiGFHyhQ%3D%3D&trk=flagship3_search_srp_jobs
20,12/24/2021,Rocket ,Frontend Engineer ,"Bandung, Banten, Indonesia On-site","This Job Is Sourced From A Job Board. Learn More Job Requirements.  Minimum Vocational School in Information Technology / Computer Science or which has been experienced in the field of Software Development  Have min. 1 year experience as a frontend engineer.  Has an understanding of website creation with HTML, CSS and Modern JavaScript.  Having a love for design, especially website layouts and animation.  Strong skills in Javascript, including domestic manipulation and javascript object models.  Deep knowledge about CSS praprosesor like SASS or less.  A good understanding of handling Asynchronous Request, update partial pages, and Ajax.  Understand the version control and git repository like GitHub or Gitlab.  Working experience in Agile / Scrum Methodology is an added value.  The ability to meet tight deadlines and be able to think strategically.  Have independent learning skills and follow the latest technological development trends.  Able to read material in English and understand it well ",https://linkedin.com/jobs/view/2853565538/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=gdQyouvk1Hi3BPDkDZYraw%3D%3D&trackingId=GwYZs63Me7kLcPkyOhqgXg%3D%3D&trk=flagship3_search_srp_jobs
